,overall_score,company,title,location,EmpBasicInfo,employerStats,JobDescriptionContainer,salary
837,5.0,Pinpoint Asia,Windows Platform Engineer,Hong Kong,"Company Overview
Size
1 to 50 Employees
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit Pinpoint Asia Website","5.0
★★★★★
100 %
Recommend to a friend
N/A
Approve of CEO
0 Ratings","Our client, one of the global firms working in Technology and Finance, are now looking for a strong and hands-on Windows Platform engineer to join their team in Hong Kong. Candidates outside of Banking / Finance are welcome to apply.
Responsibilities:
– First POC (point-of-contact) for technical escalations from Level One Technical teams, ticketing systems, agents, etc.
– In-depth troubleshooting, root cause analysis and technical resolution on the Windows environment including (but not limited to): Windows Server, Workstation, Active Directory, Exchange, MSSQL and virtualization (VMWare and Citrix).
– Work, communicate and be a part of a global support team.
Requirements:
– At least 5 years’ hands-on, Systems Engineering experience in the Windows environment: installations, configurations, and in-depth troubleshooting (L3 / L4 support experience a plus)
– Windows Server 2003 / 2008 / 2012, Windows 7 – 10, plus Active Directory and Microsoft Exchange.
– Virtualisation experience using VMware and Citrix Xenapp 6.0
– Storage (SAN), backup and recovery using NetApp, EMC or HP a plus.
– Strong English communication skills and ability to work within a global team.

Show More",NA
838,4.1,Links International,QA Engineer,Hong Kong,"Company Overview
Size
51 to 200 Employees
Founded
1999
Type
Company - Private
Industry
Staffing & Outsourcing
Sector
Business Services
Revenue
Unknown / Non-Applicable
Visit Links International Website","4.1
★★★★★
71 %
Recommend to a friend
100 %
Approve of CEO
5 Ratings","Links International is an award-winning industry leader in innovative human resources outsourcing in Asia. Links was established in 1999 and has offices in Hong Kong, Singapore, Shanghai, Macau and Zhuhai, Vietnam, Malaysia, Thailand and Australia.

We offer a broad range of services, ranging from both retained and contingent recruitment, to payroll and visa processing, designed to cover all aspects of your human resources processes, enabling your team to focus on higher value, strategic activities.

About you:
You're a go-getter with mad juggling skills (or multiple hats) who can thrive in a fast-paced, agile environment
You have a strong thirst for knowledge and are driven to find solutions that don't exist yet
You are comfortable with ambiguity and extremely resourceful (in your past life you could've been a detective)
You always find a way to get things done without sacrificing the quality of your work, integrity and values. No task is off limits for you.
You are humble and prioritize the success of the team over your own with an eagerness to help those around you
You don't shy away from challenges and have the ability to bounce back from setbacks


Understand business requirements to ensure proper development of test plans and test cases.
Understand internet and mobile applications and behaviours to perform testing accordingly
Design and execute functional and non-functional test plans and test cases for existing and new features of our products using modern test methodologies and techniques.
Ensure the deliverables meet the planned level of performance and comply with established quality standards
Prepare, generate and manage test data and samples
Identify application issues, report discrepancies, prepare test report and recommend improvements
Communicate and liaise with users and development teams in carrying out testing


Degree holder in Computer Science, Information Technology or related disciplines
Minimum 5 years or above relevant experience
Hands on experience in software testing and SDLC using Agile/Scrum Methodology
In-depth understanding of web, mobile and cloud application software components and integration, their development approaches and processes, and then design test approaches accordingly is a must
Proven track record in developing and executing manual and automated test suites
Software programming skills, and knowledge and experience in databases are essential
Hands-on experience in scripting languages, preferably JavaScript and python
Prior work experience with digital platform, big data, machine learning, etc… is an advantage
Detail oriented, well organized and pro-active
Self-motivated, able to work in a fast pace and dynamic environment under minimum supervision
Fluent written and spoken English and Chinese
Candidate with more experience will be considered the position Senior QA Engineer

All applications applied through our system will be delivered directly to the advertiser and privacy of personal data of the applicant will be ensured with security.

Full-time,Permanent
Show More",HK$192K - HK$300K (Glassdoor Est.)
839,4.2,Hip Hing Construction Co Ltd,Assistant Engineer,Hong Kong,"Company Overview
Size
Unknown
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit Hip Hing Construction Co Ltd Website","4.2
★★★★★
85 %
Recommend to a friend
100 %
Approve of CEO
1 Ratings","Hip Hing Construction Company Limited , a main contractor in Hong Kong undertaking various types of building and civil engineering projects, is looking for high calibre applicants to fill in the following position for its Hong Kong projects.

Responsibilities

Assist in the development and implementation of quality plans and site safety supervision plan for the works at designated construction site.
Assist in coordinating and monitoring on engineering specification and drawings submission.
Follow up the project progresses.
Provide technical support to in-charge supervisors or workers.

Requirements

Degree holder in Civil/Structural Engineering or equivalent.
1-2 years relevant working experience.
Good command of spoken and written English & Chinese.
Self-motivated and detail-minded.
A good team player.
Able and willing to work under pressure and tight schedule.

Attractive salary and fringe benefits will be offered to the successful candidates. Please apply with full resume, available date, present and expected salary and quoting the reference code on the letter & envelope to THE HUMAN RESOURCES & TRAINING DEPARTMENT, HIP HING CONSTRUCTION CO., LTD., 11/F., Chevalier Commercial Centre, No. 8 Wang Hoi Road, Kowloon Bay, Hong Kong OR click Apply Now OR fax to 2530 4360.

www.hiphing.com.hk

All personal data collected will be used for recruitment purposes only.

Applicants who are not invited for an interview within 8 weeks may consider their applications unsuccessful.

Please enable the ""Pop-up"" setting of your browser, click here for steps.

Full-time,Permanent
Show More",NA
840,5.0,Pinpoint Asia,UNIX (Nightshift) Engineer,Hong Kong,"Company Overview
Size
1 to 50 Employees
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit Pinpoint Asia Website","5.0
★★★★★
100 %
Recommend to a friend
N/A
Approve of CEO
0 Ratings","Our client, one of the leading global banks, are looking for a talented UNIX Engineer to join their infrastructure team on a nightshift basis. The selected candidate will be part of their global team with large responsibilities across a global infrastructure. Since this role is on Night Shift basis, our client will provide additional allowance and compensation on this.
Responsibilities:
– Provide and manage Level 2 and 3 Support for Linux or UNIX in a global environment.
– Working closely with the US team on Support and Engineering task.
– Responsible for Unix and Linux support and projects including administration, configurations, patching, upgrades and deployment, etc. Working with global team to provide global infrastructure support.
– Work closely with global counterparts on project coordination and technical matters.
Requirements:
– At least 5 years of Linux / Unix Systems support and administration experience.
– Experience of Unix Operating System with at least one of the following: RHEL 4 and above / Solaris 8, 9 & 10 / AIX 5.3 and above.
– Knowledge of Linux System knowledge including performance optimization, System tuning, Robustness etc.
– Knowledge of Middleware tools e.g. Apache, Tomcat, WebLogic, JBoss, IIS is highly preferable.
– Knowledge of Perl or Shell (and/or other scripting languages) is highly preferable.
– Knowledge and Experience in managing patching, migration, upgrade, installation and configurations with a large enterprise environment.
– Excellent English Communications skill and interpersonal skills. This person will be collaborating with global teams.


Show More",HK$312K - HK$408K (Glassdoor Est.)
841,3.9,China State Construction Engineering (Hong Kong) Limited,Senior BIM Engineer / BIM Engineer / BIM Modeller,Hong Kong,"Company Overview
Size
10000+ Employees
Type
Government
Industry
Construction
Sector
Construction, Repair & Maintenance
Revenue
$10+ billion (USD)
Visit China State Construction Engineering (Hong Kong) Limited Website","3.9
★★★★★
79 %
Recommend to a friend
81 %
Approve of CEO
43 Ratings","We are a listed group with diversified interests in construction, property development and estate management etc. In order to cope with our need for business growth, we are looking for qualified candidates for the following position:

Website

www.cohl.com

Job Highlights

HD or above in Architectural/Engg/Construction Mgt

More experience will be considered as Senior Eng.

Double pay, bonus, attractive benefit package

Job Description


Responsible for developing the BIM model in architectural, structural, building services and civil disciplines.

Create simple library to suit for the project use.


Higher Diploma or above in Architectural/ Construction management or related subjects.

Minimum 1 year' relevant experience in sizable contractors/ consulting firms.

Candidate with more experience will be considered as Senior BIM Engineer.

We offer attractive remuneration package with comprehensive fringe benefits to the right candidates. Interested parties please send resume with day-time contact number, expected salary and quoting Ref. No. to Human Resources Manager, 29/F., China Overseas Building, 139 Hennessy Road, Wanchai, Hong Kong or e-mail or fax to 2528 2840.

Interested parties are invited to visit our website (www.cscechk.com/en) for more information.

Applicants who are not invited within 2 months may consider their applications unsuccessful. All information provided by applicants will be treated in strict confidence and used only for recruitment purposes. Applicants may be considered for other suitable positions within the China Overseas Group and its related companies for one-year period, thereafter which their personal data will be destroyed.

Serving The Community 。 Prospering Hong Kong

Full-time,Permanent
Show More",NA
842,3.9,China State Construction Engineering (Hong Kong) Limited,Senior Building Services Engineer / Building Services Engineer,Hong Kong,"Company Overview
Size
10000+ Employees
Type
Government
Industry
Construction
Sector
Construction, Repair & Maintenance
Revenue
$10+ billion (USD)
Visit China State Construction Engineering (Hong Kong) Limited Website","3.9
★★★★★
79 %
Recommend to a friend
81 %
Approve of CEO
43 Ratings","China State Construction Engineering (Hong Kong) Limited (“the Company” or “China State Hong Kong”) started its construction business in Hong Kong in 1979. The Company engages in building construction and civil engineering works. China State Hong Kong is among the largest construction contractors in Hong Kong, and is approved by the Works Bureau, to be on the List of Approved Contractors (Group C) for Public Works in the five major categories of building and civil engineering works, namely, “Buildings”, “Port Works”, “Roads and Drainage”, “Site Formation” and “Waterworks”.

Website

www.cscechk.com/en

Responsibilities:
Responsible for coordination with subcontractors and liaise with clients, architects and consultants on all BS/E&M matters on site.


Degree in Electrical / Mechanical / Building Services Engineering or equivalent.

Minimum 3 years of relevant site experience preferably from main contractors.

Candidates with less experience will be considered as Assistant Building Services Engineer

We offer attractive remuneration package with comprehensive fringe benefits to the right candidates. Interested parties please send resume with day-time contact number, expected salary and quoting Ref. No. to Human Resources Manager, 29/F., China Overseas Building, 139 Hennessy Road, Wanchai, Hong Kong or e-mail or fax to 2528 2840.

Interested parties are invited to visit our website (www.cscechk.com/en) for more information.

Applicants who are not invited within 2 months may consider their applications unsuccessful. All information provided by applicants will be treated in strict confidence and used only for recruitment purposes. Applicants may be considered for other suitable positions within the China Overseas Group and its related companies for one-year period, thereafter which their personal data will be destroyed.

Serving The Community 。 Prospering Hong Kong

Full-time,Permanent
Show More",NA
843,5.0,Welbot Technology Limited,Computer Vision Engineer / Algorithm Engineer,Hong Kong,"Company Overview
Size
1 to 50 Employees
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit Welbot Technology Limited Website","5.0
★★★★★
100 %
Recommend to a friend
N/A
Approve of CEO
0 Ratings","Welbot Technology is a pioneering technology company specializing in robotic solutions that redefine the construction automation workflow in the industry.

Our Adaptive Robotic Welder has qualified for Welding Procedure Specification(WPS), fully capable of working under harsh environmental conditions. Our technological innovation not only brings new blood into the labour market, but also reforms the traditional working nature.

In the future, Welbot Technology will continue to sharpen its competitive edge. With the adoption of Building Information Modelling (BIM), big data and cutting-edge 5G technology into AI-based robotic systems, we are well poised to make a breakthrough in the eco platform of construction robotic solutions.

Responsibilities:
Perform Research and Development in Image Processing and Computer Vision

Technical solution design and leading the project to deliver computer vision/image processing applications for robotics use with 5G

Engaging cross-functionally with other engineers to develop concepts that advance the entire product pipeline (hardware, software, integration, infrastructure, and applications)

Prototyping, building and analysis of experimental systems


MPhil/Master/Bachelor Degree in Computer Science / Computer Engineering / Electronic Engineering / Information Engineering or relevant disciplines

at least 1 years working experience on Computer Vision

Proficient in programming on anyone of C/C++ or Python

Experiences on Java Programming is a plus

Experience in Qt or CUDA/GPU programming is a plus

Familiarity with OpenCV is a plus

Experiences on deep learning framework such as TensorFlow or PyTorch is a plus

Development experience with Agile is a plus

Spoken English and Cantonese/Putonghua

Team worker and self‐motivated

With a good passion for new technologies and innovations

Candidate with more experiences will be considered as Senior Computer Vision Engineer

Immediate available is highly preferred


Free snacks and drinks

5 days work week

Discretionary bonus

Medical insurance

Dental insurance

Competitive annual leave days

Birthday leave

Marriage leave

Compassionate leave

Examination leave

Referral reward

Interested candidates please apply with full resume, present & expected salary, available date by clicking ""Apply Now"". For further information, please visit our company website: https://www.welbot-tech.com/

All data collected will be used for recruitment purpose only.

Full-time,Permanent
Show More",NA
844,4.6,RecruitFirst Limited,Data Scientist (Premier Retail industry) (up to $35k),Hong Kong,"Company Overview
Size
201 to 500 Employees
Founded
2013
Type
Company - Public
Revenue
$1 to $5 million (USD)
Visit RecruitFirst Limited Website","4.6
★★★★★
95 %
Recommend to a friend
N/A
Approve of CEO
0 Ratings","RecruitFirst is the fastest growing human resource consultancy in the Asia Pacific. We are focused on providing our clients temporary, contract and permanent employment solutions, ranging from support to management roles. Our specialization lies in the Banking and Finance, Insurance, Fast Moving Consumer Goods (FMCG), Luxury Retail and Infocommunications sectors.

Premise on our mission to help people find better jobs and organizations find better people, RecruitFirst is dedicated to ensuring that the best candidates and employers are connected via the rigorous recruitment processes and extensive database that we are continuously developing.

What you will be doing

Mine, manipulate and perform statistical analysis on multiple data sets to build scalable enterprise analytics AI solutions

Develop intuitive and attractive static and interactive data visualizations using routine program

Makes strategic recommendations on data collection

Communicate results and findings to key decision makers


Bachelor’s / Master’s Degree holder in relevant field (i.e. Mathematics, Statistics, Physics, Computer Science, Engineering, Econometrics)

Experiences with big datasets and on large scale analytical projects is preferred

Experience with data analysis and data visualization using tools such as SAS, Excel, SPSS, R, Python

Knowledge of graphics and visualization tools such as Power BI, Tableau, DOMO, Adobe CS 5 Suite, Qlik

Good command of written and spoken English

Interested parties, please apply with updated current salary and expected salary. Only shortlisted candidates will be contacted.

Full-time
Show More",HK$264K - HK$500K (Glassdoor Est.)
845,4.1,Arup,Engineer/Project Engineer/Senior Engineer (BS/Electrical/Fire Services/Mechanical/P&D/Public Health),Hong Kong,"Company Overview
Size
10000+ Employees
Founded
1946
Type
Company - Private
Industry
Architectural & Engineering Services
Sector
Business Services
Revenue
$100 to $500 million (USD)
Visit Arup Website","4.1
★★★★★
87 %
Recommend to a friend
96 %
Approve of CEO
241 Ratings","Arup is the creative force at the heart of many of the world’s most prominent projects in the built environment and across industry. Working in more than 140 countries, the firm’s designers, engineers, architects, planners, consultants and technical specialists work with our clients on innovative projects of the highest quality and impact. Our East Asia offices employ approximately 3,000 staff and are engaged in prestigious multi-disciplinary projects covering buildings, infrastructure, advisory services, planning and technical consulting areas. We embrace equality, diversity and inclusion in all aspects including individual differences and open-mindedness. We are committed to applying our expertise, diversity of thinking and independence in the quest for a safe, sustainable and resilient future – for all. This is how we shape a better world. Currently we are looking for a capable and independent individual for the following position as part of the multi-disciplinary team.

Degree in Building Services, Electrical and Mechanical Engineering or related discipline
Corporate membership of relevant professional institution(s)
At least 2 years of post chartered experience for the position of Senior Engineer; at least 1 year of post chartered experience for the position of Project Engineer; at least 3 years of post graduation experience for the position of Engineer
Experience in mechanical, electrical, plumbing & drainage or public health for either government, commercial, residential, institutional, industrial or infrastructure projects
Engineering design and site supervision experience gained in both Hong Kong and Overseas in high quality and high tech projects will be an advantage
Familiar with design guidelines, standards, code of practice, statutory regulation, submission and approval procedures to relevant authorities
Self-motivated, flexible and proactive individual who is capable to work in multi-cultural dynamic environment
Be adaptable and able to work independently coupled with strong interpersonal skills
Proficient in both written and spoken English and Chinese. Good command of Putonghua will be an advantage
Willing to travel within the region

Candidates with less experience will be considered for the position of Assistant Engineer/Graduate Engineer.

We offer a competitive remuneration package commensurate with qualifications and experience to the right candidate including Global Profit Share scheme, additional fringe benefits of maternity/paternity leave and long-term career development opportunities.

For interested applicants, please click “Apply Now” to submit your online application.

To explore more job opportunities in Arup, please visit our website at http://www.arup.com/Careers/Experienced_Hires/ApplyForAJob

Personal data collected will be used for recruitment purpose only. Applicants not contacted within 8 weeks may consider their applications unsuccessful.

Full-time,Contract
Show More",NA
846,3.9,China State Construction Engineering (Hong Kong) Limited,Senior Structural Engineer / Structural Engineer - Building / Civil,Hong Kong,"Company Overview
Size
10000+ Employees
Type
Government
Industry
Construction
Sector
Construction, Repair & Maintenance
Revenue
$10+ billion (USD)
Visit China State Construction Engineering (Hong Kong) Limited Website","3.9
★★★★★
79 %
Recommend to a friend
81 %
Approve of CEO
43 Ratings","China State Construction Engineering (Hong Kong) Limited (“the Company” or “China State Hong Kong”) started its construction business in Hong Kong in 1979. The Company engages in building construction and civil engineering works. China State Hong Kong is among the largest construction contractors in Hong Kong, and is approved by the Works Bureau, to be on the List of Approved Contractors (Group C) for Public Works in the five major categories of building and civil engineering works, namely, “Buildings”, “Port Works”, “Roads and Drainage”, “Site Formation” and “Waterworks”.

Website

www.cscechk.com/en

Job Description

Responsibilities:
Responsible for carry out assessment on effect of proposed construction activities and precautionary measures to ensure the overall stability on the whole or any part of the works for our construction projects.


Degree in Structural Engineering or equivalent.

Minimum 4 years of relevant site experience preferably from main contractors.

We offer attractive remuneration package with comprehensive fringe benefits to the right candidates. Interested parties please send resume with day-time contact number, expected salary and quoting Ref. No. to Human Resources Manager, 29/F., China Overseas Building, 139 Hennessy Road, Wanchai, Hong Kong or e-mail or fax to 2528 2840.

Interested parties are invited to visit our website (www.cscechk.com/en) for more information.

Applicants who are not invited within 2 months may consider their applications unsuccessful. All information provided by applicants will be treated in strict confidence and used only for recruitment purposes. Applicants may be considered for other suitable positions within the China Overseas Group and its related companies for one-year period, thereafter which their personal data will be destroyed.

Serving The Community 。 Prospering Hong Kong

Full-time,Permanent
Show More",NA
847,5.0,Pinpoint Asia,Voice & Network Engineer,Hong Kong,"Company Overview
Size
1 to 50 Employees
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit Pinpoint Asia Website","5.0
★★★★★
100 %
Recommend to a friend
N/A
Approve of CEO
0 Ratings","Recruiter
Leslie Ho
Our client, a global financial institution, is looking for a Voice and Network Engineer to join their team in HK.
Responsibilities:
– Technical support for the bank’s network, voice, telephony and IP Phone infrastructure
– Work closely with internal teams to define, drive and deliver network voice solutions
– Hands on implementation, installation and on-going technical support
Requirements:
– Minimum 3 years’ experience in a hands-on engineering and support role covering Telephony, Voice, IP Phones and Networking
– In depth knowledge of the following systems:



Show More",NA
848,4.0,KOS International Limited,"Chief Data Architect - MNC, Digital Transformation",Hong Kong,"Company Overview
Size
1 to 50 Employees
Type
Company - Private
Revenue
$25 to $50 million (USD)
Visit KOS International Limited Website","4.0
★★★★★
100 %
Recommend to a friend
N/A
Approve of CEO
0 Ratings","Job Description
About the Client

Our client is well established firm with leading presence in Hong Kong and globally and they are looking to hire a Chief Data Architect to join the team.
About the Role
Reporting to the Managing Director, you will provide architectural leadership for technology solutions, data architectures, data warehouse, cloud and infrastructure initiatives. As part of the leadership team, you will lead the design and develop high volume data ingestion components and ETL solutions to collect data from various internal and external sources. In addition, you will recommend data governance processes, security standards, and models that will provide architectural guidelines to support the development initiatives. As a team lead, you will participate in strategic and tactical planning and design sessions and conduct ""whiteboard"" sessions with product management, BI, data engineering, architects, operations and development team. Last but not least, you will administer the overall data warehouse strategy, architectures and security, definition of data models, all data marts, evaluation of infrastructure components, software, performance and data applications design.
Show More",NA
849,3.9,JLL,"Director, Data Centre Platform Leader – APAC/Engineering & Operations",Hong Kong,"Company Overview
Size
10000+ Employees
Type
Company - Public
Industry
Real Estate
Sector
Real Estate
Revenue
$5 to $10 billion (USD)
Visit JLL Website","3.9
★★★★★
78 %
Recommend to a friend
93 %
Approve of CEO
1419 Ratings","About JLL –
We’re JLL—a leading professional services and investment management firm specializing in real estate. We shape the future of real estate for a better world by using the most advanced technology to create rewarding opportunities, amazing spaces and sustainable real estate solutions for our clients, our people and our communities. As a Fortune 500 company, we help real estate owners, occupiers and investors achieve their business ambitions. We have nearly 300 corporate offices across 80 countries, with a team of more than 93,000 individuals and believe a diverse and inclusive culture is one where everyone succeeds. That’s why we’re committed to creating an environment where we all feel welcomed, valued and empowered to achieve our full potential.
With us, you’ll have a chance to innovate with the world’s leading businesses, put that expertise into action on landmark projects, and work on game-changing real estate initiatives. You’ll also make long-lasting professional connections and be inspired by the best. We’re focused on opportunity and want to help you make the most of yours. Achieve your ambitions—join us at JLL.


Leadership role responsible for ensuring Risk Management and Compliance in Data Centre FM/IT Services Operations of JLL for a dispersed APAC or divisional portfolio related to enterprise, colocation, hyperscale and edge computing. The role is primarily responsible for Operational Compliance Program for DC Operation but also supports sales, solutions, due diligence and transitions of data centres across APAC or division focusing on expanding the services line while ensuring profitability and growth targets.


Provide data centre risk management and operational compliance direction and leadership at the account/divisional/region level to ensure implementation of JLL and client Operational and Risk Management standards in all aspects of DC FM and IT services that JLL is contractually responsible to deliver.
Leverage broader JLL Engineering Data Centre and Critical Environment Practice to establish best in class process, procedures, audit, assurance and governance mechanism for the DC Operations.
Support Sales and growth of Data Centre sector FM and IT services in APAC while promoting DC lifecycle products
Build strong working relationships with key client representatives and promote JLL’s DC Management expertise that covers FM Ops, Consulting, Transaction Management or Leasing and Project Management.
Implement standard business operating mechanisms such as regular team meetings, strategic review forums, training conferences and regular analysis and reporting processes to ensure team engagement and alignment and to provide an effective and efficient Risk Management oversight and leadership in DC FM
Provide Risk Management and Compliance Leadership to large teams of indirect and direct employees influencing business outcomes for the data centre/CEM global service offering
The role will report into the Head of DC Operations Delivery with a matrix to the broader Compliance and Risk Management Organisation within Engineering Operations in AsiaPacific.
Responsible to drive operational excellence within a region of critical DC accounts focusing on operational performance/compliance
Actively participate in Engineering Operations and DC Operations activities by attending required meetings and developing and implementing programs and procedures on a priority basis so as to support the Engineering platform and strategy.
Responsible to drive a culture of 100% data centre uptime managing KPIs according to JLL contractual parameters exceeding customer expectations
Support data centre business pursuits with divisional and regional businesses ensuring targets are achieved
Provide data centre solutions and new business transition support leading complex engagements and transformation programs in high risk environments.
Provide technical advice and consultancy to clients and the JLL DC facilities management and Engineering Operations teams as required. Attend QBRs for major data centre accounts

Monitor market trends and changes to ensure that JLL provides industry best practice in the delivery of DC FM Operations

Provide input to strategic data centre product bundle to enhance JLL Data Centre capabilities.
Leadership of our all data centre best practices focused on networking, best in class performance, program/playbook updates and Engineering Centre of Excellence.
Act as subject matter expert and single point of contact for data centre operational management within your assigned responsibility.
Development and deployment of strategic tools and processes necessary to support an industry leading data centre program focused on 100% uptime.
Advance market position with analytics of mission critical applications and processes to digitize CE data.
Consult with clients and account leadership with all aspects of data centre operations, management, account expansions and design.
Maintain effective communications with external and internal clients, technical personnel and key management
Position could require up to 40% travel.
Sound like you? Before you apply it’s worth knowing what we are looking for:
Bachelor of Science degree or equivalent.
Minimum of 10 years data centre operations experience related to FM or IT service delivery
Minimum 5 years driving Risk Management and Operational compliance a high growth market.
Ability to interact with c-suite, internally and externally
Thorough knowledge of sales process, ability to convert prospect clients to solution/transition phase
Ability to articulate value proposition to prospect clients(c-suite) and deliver on solution
Thorough understanding of data centre systems related to operational delivery.
Thorough understanding of IT raised floor, co-location, hyper-scale and cloud environments.
Prior experience with development of mission critical programs, procedures, and DCIM/MCIM/CMMS systems.
Other assignments as required


We’re an entrepreneurial, inclusive culture. We succeed together—across the desk and around the globe. We believe the best inspire the best, so we invest in supporting each other, learning together and celebrating our success.
Our Total Rewards program reflects our commitment to helping you achieve your ambitions in career, recognition, well-being, benefits and pay. We’ll offer you a competitive salary and benefits package.
With us, you’ll develop your strengths and enjoy a career full of varied experiences. We can’t wait to see where your ambitions take you at JLL.
Apply today! Apply quoting reference [JOB NUMBER] at jll.com/careers
#LI
Show More",NA
850,4.0,Accedo,Graduate Trainee (Software Engineer - Android),Hong Kong,"Company Overview
Size
501 to 1000 Employees
Founded
2004
Type
Company - Private
Industry
IT Services
Sector
Information Technology
Revenue
$50 to $100 million (USD)
Visit Accedo Website","4.0
★★★★★
87 %
Recommend to a friend
97 %
Approve of CEO
61 Ratings","Do you love watching movies and TV? Are you passionate about technology and find yourself tinkering with gadgets? Do you enjoy playing video games or are you that person who loves getting the latest smartphone every year? Do people often say you are too picky? If so, WE WANT YOU!!
The key objective of our Graduate Trainee (Software Engineer - Android) Program is to develop and foster the potential fresh graduate to explore a career path in software development. During the on-the-job training, you'll be working closely with our senior team members on applications for world famous brands from idea stage through to market launch.
What You Will be Doing:
Responsible for developing and maintaining Android, Android TV and other front end applications as directed by management
Show More",NA
851,NA,NA,NA,NA,"Company Overview
Size
501 to 1000 Employees
Founded
2004
Type
Company - Private
Industry
IT Services
Sector
Information Technology
Revenue
$50 to $100 million (USD)
Visit Accedo Website","4.0
★★★★★
87 %
Recommend to a friend
97 %
Approve of CEO
61 Ratings","Do you love watching movies and TV? Are you passionate about technology and find yourself tinkering with gadgets? Do you enjoy playing video games or are you that person who loves getting the latest smartphone every year? Do people often say you are too picky? If so, WE WANT YOU!!
The key objective of our Graduate Trainee (Software Engineer - Android) Program is to develop and foster the potential fresh graduate to explore a career path in software development. During the on-the-job training, you'll be working closely with our senior team members on applications for world famous brands from idea stage through to market launch.
What You Will be Doing:
Responsible for developing and maintaining Android, Android TV and other front end applications as directed by management
Show More",NA
909,3.5,The HK and China Gas Co Ltd,Assistant Engineer (Tai Po Plant),Hong Kong,"Company Overview
Size
Unknown
Type
Company - Public
Industry
Wholesale
Sector
Business Services
Revenue
$2 to $5 billion (USD)
Visit The HK and China Gas Co Ltd Website","3.5
★★★★★
76 %
Recommend to a friend
100 %
Approve of CEO
2 Ratings","Company Introduction
Founded in 1862, The Hong Kong and China Gas Company Limited (Towngas) was Hong Kong's first public utility. Today, we are one of the largest energy suppliers in Hong Kong, operating with world-class corporate management and leading-edge business practices. For the past years, Towngas has been growing with Hong Kong, evolving from the simple gas company supplying fuel for street lamps to our current leading position in the energy industry in the greater China region.
The Job
Assist in monitoring safety, quality and progress of work performed by operation team
Assist in executing tasks to ensure smooth and safe operation of gas production plant
Perform troubleshooting in plant operation problem



Show More",NA
911,3.1,"The Bank of East Asia, Limited",Banking Talent Programme - Data Engineer,Hong Kong,"Company Overview
Size
5001 to 10000 Employees
Type
Company - Public
Industry
Banks & Credit Unions
Sector
Finance
Revenue
$2 to $5 billion (USD)
Visit The Bank of East Asia, Limited Website","3.1
★★★★★
52 %
Recommend to a friend
60 %
Approve of CEO
43 Ratings","To support Advanced Analytics Managers/ Officers and Data Scientists on data initiatives
To assist in ensuring optimal data delivery architecture is consistent throughout ongoing projects
To develop, maintain and test infrastructures for data generation


Requirements


University graduate in Banking, Finance, Computer Science or a related discipline
Sound knowledge on data management and analyst




Show More",NA
913,NA,Zebra Strategic Outsource Solutions,Junior Data Engineer (SAS,Kowloon City,"Company Overview
Size
51 to 200 Employees
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit Zebra Strategic Outsource Solutions Website",NA,"Facilitate incident investigation and resolution including data retrieval, impact analysis, data cleansing, data verification and client notification
Design and build MIS for monitoring business process and identifying exceptions or outliners to strengthen operating efficiency and accuracy
Analyze business process and identifying automation opportunities and assess automation feasibility
Continuously discover, evaluate and help implement new and emerging technologies to help maximize business efficiency
Maintain a detailed and complete data-dictionary about the Data Warehouse
Work closely with partners across business units to understand project requirements, timely delivery and partner communication across the various levels in the organization
Show More",NA
914,NA,NA,NA,NA,"Company Overview
Size
51 to 200 Employees
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit Zebra Strategic Outsource Solutions Website",NA,"Facilitate incident investigation and resolution including data retrieval, impact analysis, data cleansing, data verification and client notification
Design and build MIS for monitoring business process and identifying exceptions or outliners to strengthen operating efficiency and accuracy
Analyze business process and identifying automation opportunities and assess automation feasibility
Continuously discover, evaluate and help implement new and emerging technologies to help maximize business efficiency
Maintain a detailed and complete data-dictionary about the Data Warehouse
Work closely with partners across business units to understand project requirements, timely delivery and partner communication across the various levels in the organization
Show More",NA
